csv_line,row_id,year,macro_period,dynasty_name,polity_name,polity_start_year,polity_end_year,violation,ruler_name,row_granularity
21706,21705,-607,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
21744,21743,-606,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
21782,21781,-605,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
21820,21819,-604,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
21859,21858,-603,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
21898,21897,-602,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
21937,21936,-601,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
21976,21975,-600,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22014,22013,-599,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22051,22050,-598,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22088,22087,-597,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22125,22124,-596,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22162,22161,-595,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22200,22199,-594,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22237,22236,-593,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22273,22272,-592,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22309,22308,-591,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22345,22344,-590,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22381,22380,-589,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22417,22416,-588,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22453,22452,-587,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22489,22488,-586,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22525,22524,-585,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22561,22560,-584,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22597,22596,-583,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22633,22632,-582,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22669,22668,-581,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22705,22704,-580,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22741,22740,-579,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22777,22776,-578,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22814,22813,-577,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22850,22849,-576,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22886,22885,-575,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22922,22921,-574,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22958,22957,-573,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
22993,22992,-572,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
23028,23027,-571,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
23063,23062,-570,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
23098,23097,-569,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
23133,23132,-568,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
23168,23167,-567,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
23203,23202,-566,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
23238,23237,-565,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
23273,23272,-564,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
23308,23307,-563,周,周代诸侯国,原國,-1046,-635,after_end,,year_polity
24762,24761,-520,周,周代诸侯国,濫國,-643,-521,after_end,,year_polity
24795,24794,-519,周,周代诸侯国,濫國,-643,-521,after_end,,year_polity
24828,24827,-518,周,周代诸侯国,濫國,-643,-521,after_end,,year_polity
24861,24860,-517,周,周代诸侯国,濫國,-643,-521,after_end,,year_polity
24894,24893,-516,周,周代诸侯国,濫國,-643,-521,after_end,,year_polity
24928,24927,-515,周,周代诸侯国,濫國,-643,-521,after_end,,year_polity
24960,24959,-514,周,周代诸侯国,濫國,-643,-521,after_end,,year_polity
24992,24991,-513,周,周代诸侯国,濫國,-643,-521,after_end,,year_polity
25023,25022,-512,周,周代诸侯国,濫國,-643,-521,after_end,,year_polity
25054,25053,-511,周,周代诸侯国,濫國,-643,-521,after_end,,year_polity
25086,25085,-510,周,周代诸侯国,濫國,-643,-521,after_end,,year_polity
28249,28248,-375,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28271,28270,-374,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28293,28292,-373,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28314,28313,-372,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28335,28334,-371,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28356,28355,-370,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28377,28376,-369,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28398,28397,-368,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28420,28419,-367,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28443,28442,-366,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28466,28465,-365,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28489,28488,-364,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28512,28511,-363,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28535,28534,-362,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28558,28557,-361,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28581,28580,-360,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28604,28603,-359,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28627,28626,-358,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28650,28649,-357,周,周代诸侯国,晉國,-1033,-376,after_end,颀,year_polity_ruler
28673,28672,-356,周,周代诸侯国,晉國,-1033,-376,after_end,俱酒,year_polity_ruler
28696,28695,-355,周,周代诸侯国,晉國,-1033,-376,after_end,俱酒,year_polity_ruler
28719,28718,-354,周,周代诸侯国,晉國,-1033,-376,after_end,俱酒,year_polity_ruler
28742,28741,-353,周,周代诸侯国,晉國,-1033,-376,after_end,俱酒,year_polity_ruler
28765,28764,-352,周,周代诸侯国,晉國,-1033,-376,after_end,俱酒,year_polity_ruler
28788,28787,-351,周,周代诸侯国,晉國,-1033,-376,after_end,俱酒,year_polity_ruler
28811,28810,-350,周,周代诸侯国,晉國,-1033,-376,after_end,俱酒,year_polity_ruler
28834,28833,-349,周,周代诸侯国,晉國,-1033,-376,after_end,俱酒,year_polity_ruler
29185,29184,-334,周,周代诸侯国,郳國,-653,-335,after_end,,year_polity
29208,29207,-333,周,周代诸侯国,郳國,-653,-335,after_end,,year_polity
29231,29230,-332,周,周代诸侯国,郳國,-653,-335,after_end,,year_polity
29254,29253,-331,周,周代诸侯国,郳國,-653,-335,after_end,,year_polity
29277,29276,-330,周,周代诸侯国,郳國,-653,-335,after_end,,year_polity
29300,29299,-329,周,周代诸侯国,郳國,-653,-335,after_end,,year_polity
29323,29322,-328,周,周代诸侯国,郳國,-653,-335,after_end,,year_polity
29346,29345,-327,周,周代诸侯国,郳國,-653,-335,after_end,,year_polity
29369,29368,-326,周,周代诸侯国,郳國,-653,-335,after_end,,year_polity
29392,29391,-325,周,周代诸侯国,郳國,-653,-335,after_end,,year_polity
31011,31010,-221,周,周代诸侯国,燕國,-1046,-222,after_end,,year_polity_unmatched_ruler
31333,31332,9,秦汉,西漢,西漢,-202,8,after_end,,year_polity_unmatched_ruler
31722,31721,266,三国,三国,曹魏,220,265,after_end,,year_polity_unmatched_ruler
32116,32115,340,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32126,32125,341,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32137,32136,342,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32148,32147,343,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32159,32158,344,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32168,32167,345,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32178,32177,346,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32187,32186,347,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32195,32194,348,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32204,32203,349,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32214,32213,350,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32224,32223,351,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32233,32232,352,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32242,32241,353,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32250,32249,354,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32260,32259,355,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32268,32267,356,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32277,32276,357,魏晋南北朝,五胡十六国外政权,段部,310,339,after_end,,year_polity
32702,32701,405,魏晋南北朝,五胡十六国外政权,桓楚,403,404,after_end,,year_polity_unmatched_ruler
32742,32741,408,魏晋南北朝,五胡十六国,後燕,384,407,after_end,,year_polity_unmatched_ruler
32759,32758,409,魏晋南北朝,五胡十六国,後燕,384,407,after_end,,year_polity_unmatched_ruler
33764,33763,535,魏晋南北朝,五胡十六国,北魏,386,534,after_end,,year_polity
34198,34197,619,魏晋南北朝,隋朝,隋朝,581,618,after_end,,year_polity_unmatched_ruler
34550,34549,903,五代十国,十国,前蜀,907,925,before_start,,year_polity
34555,34554,904,五代十国,十国,前蜀,907,925,before_start,,year_polity
34562,34561,905,五代十国,十国,前蜀,907,925,before_start,,year_polity
34568,34567,906,五代十国,十国,前蜀,907,925,before_start,,year_polity
35087,35086,937,五代十国,五代,后唐,923,936,after_end,,year_polity
35092,35091,937,五代十国,五代十国,後唐,923,936,after_end,李從珂 （史称末帝）,year_polity_ruler
35717,35716,976,五代十国,五代十国,南唐,937,975,after_end,,year_polity_unmatched_ruler
